Record_ID,Supplier_ID,Supplier_Name,Supplier_Country,Supplier_Region,Warehouse_Location,Product_Category,Product_Type,SKU,Product_Value_USD,Lead_Time_Days,Order_Quantity,Stock_Level,Reorder_Point,Safety_Stock,Inventory_Turnover,On_Time_Delivery_Rate,Quality_Rating,Defect_Rate_Percent,Supplier_Responsiveness_Score,Supplier_Capacity_Utilization,Financial_Stability_Score,Transportation_Mode,Carrier_Name,Shipping_Time_Days,Customs_Clearance_Time_Days,Transportation_Cost_USD,Geopolitical_Risk_Score,Weather_Risk_Score,Demand_Volatility,Supply_Volatility,Port_Congestion_Level,Supplier_Dependency_Score,Alternative_Suppliers_Available,Single_Source_Risk,Historical_Disruptions_Count,Average_Delay_Days,Contract_Compliance_Rate,Communication_Response_Time_Hours,Total_Annual_Spend_USD,Payment_Terms_Days,Price_Volatility_Percent,Production_Dependency_Level,Customer_Impact_Score,Revenue_At_Risk_USD,Disruption_Risk,Date,Disruption_Probability
SC00218,SUP032,Nexus Logistics,South Korea,Latin America,New York,Chemicals,Component,SKU5067,374513.25,45,1740,1868,731,608,2.16,97.91,67.3,7.23,73.4,97.0,98.5,Multimodal,FedEx,39,3,36619.08,0.9,8.2,8.0,9.4,5.6,7.3,0,No,11,3.9,84.71,55.5,3437941.81,90,19.97,Low,2.5,70439.99,1,2024-10-11,44.71
SC00219,SUP005,Express Logistics,Japan,North America,Dallas,Automotive Parts,Assembly,SKU5482,326568.29,41,7590,2334,1377,372,9.82,65.55,96.2,0.55,80.6,59.1,89.5,Sea Freight,DHL,42,5,3076.27,2.2,4.0,1.8,6.3,4.5,3.3,3,No,2,7.1,71.19,1.9,2366068.01,30,11.46,Low,3.1,471294.83,0,2025-11-05,29.9
SC00220,SUP049,Mega Manufacturing,Vietnam,Latin America,Houston,Electronics,Component,SKU7518,425365.59,18,9279,3374,582,1222,3.24,83.3,81.23,7.94,91.9,78.4,43.6,Rail,DB Schenker,28,9,44270.14,1.9,2.2,3.0,3.2,6.5,6.5,4,Yes,5,3.4,92.89,16.4,509654.39,60,5.0,Medium,6.2,548332.0,0,2025-07-17,30.31
SC00221,SUP035,Tech Components Ltd,USA,Europe,Denver,Textiles,Component,SKU6617,330518.38,34,1318,1016,1291,203,9.98,81.48,76.2,7.61,73.5,68.9,62.6,Rail,DB Schenker,23,7,43202.42,4.3,5.1,7.2,2.5,9.5,2.8,0,Yes,7,2.1,75.06,5.6,3964203.19,90,20.28,High,1.7,92911.66,1,2024-06-29,37.63
SC00222,SUP050,Velocity Suppliers,Germany,Latin America,Houston,Industrial Equipment,Raw Material,SKU5819,286312.76,39,5116,4406,1083,1337,8.16,87.96,81.68,1.1,88.2,98.2,95.5,Multimodal,Kuehne+Nagel,40,2,22444.36,6.6,5.5,0.8,0.1,7.9,5.7,0,No,13,18.1,88.94,56.4,423615.68,30,3.93,Medium,4.1,377497.71,1,2025-10-21,32.0
SC00223,SUP009,Velocity Suppliers,China,Asia-Pacific,Boston,Consumer Goods,Semi-Finished,SKU8419,51369.01,25,6981,207,413,861,10.43,84.59,76.14,4.3,67.5,63.7,70.2,Air Freight,Kuehne+Nagel,44,4,29500.22,2.6,5.4,8.1,2.4,0.4,7.7,2,Yes,7,20.0,72.57,54.7,389574.88,60,5.26,High,4.8,317082.42,1,2024-02-13,27.11
SC00224,SUP009,Nexus Logistics,China,Europe,Houston,Textiles,Finished Good,SKU3185,187019.32,41,9647,2665,1878,886,2.98,89.05,82.12,1.48,90.0,70.0,79.7,Road Transport,FedEx,22,6,48815.88,0.1,5.7,7.2,1.4,3.3,9.3,0,No,4,3.3,98.41,58.8,2710050.02,45,9.15,Medium,4.6,536056.35,0,2025-05-12,16.08
SC00225,SUP043,Nexus Logistics,Japan,Latin America,Phoenix,Raw Materials,Semi-Finished,SKU3263,136275.17,9,9852,2493,575,264,7.59,88.03,95.08,3.43,69.4,99.1,94.8,Sea Freight,Maersk,24,0,26849.07,5.2,9.5,7.3,6.1,4.7,2.6,2,Yes,4,1.1,78.75,1.3,842634.79,60,22.01,High,9.7,661190.9,0,2024-01-21,32.49
SC00226,SUP031,Global Supplies Inc,South Korea,Europe,Atlanta,Raw Materials,Assembly,SKU7762,125774.87,23,9710,632,943,1098,7.01,69.1,85.73,0.49,65.7,76.8,92.4,Rail,DHL,26,6,45313.43,6.1,9.0,1.0,1.7,3.1,3.3,0,No,9,6.6,76.79,36.6,88264.82,30,3.29,Low,0.5,703485.11,1,2024-02-26,30.46
SC00227,SUP036,Tech Components Ltd,USA,Asia-Pacific,Seattle,Electronics,Semi-Finished,SKU9393,486640.22,18,1054,2102,412,619,9.06,92.99,89.31,1.79,67.4,75.1,70.1,Multimodal,Kuehne+Nagel,30,7,4610.42,9.6,8.8,7.2,5.3,7.0,4.6,0,Yes,13,9.2,73.87,51.0,2144411.48,60,3.06,Medium,9.5,136755.02,1,2024-03-26,44.14
SC00228,SUP011,Express Logistics,USA,Asia-Pacific,Boston,Consumer Goods,Component,SKU5897,199583.37,30,9275,2959,278,1407,7.34,69.31,77.76,2.91,67.3,62.9,66.3,Air Freight,DHL,33,7,9957.07,5.9,8.0,6.8,5.9,8.3,9.3,4,Yes,12,4.1,98.38,12.0,729225.3,30,12.35,Medium,5.8,812947.7,1,2024-11-17,44.39
SC00229,SUP017,Global Supplies Inc,India,Latin America,Dallas,Food & Beverage,Finished Good,SKU9975,446563.04,8,7391,3083,1949,616,7.41,89.45,90.85,3.51,80.5,85.1,60.4,Multimodal,COSCO,16,8,22317.37,4.7,9.4,8.3,3.0,7.3,9.0,4,No,2,6.0,91.36,47.1,844551.31,90,6.91,Critical,8.0,678542.03,0,2025-09-08,24.31
SC00230,SUP034,Velocity Suppliers,Taiwan,Europe,Phoenix,Raw Materials,Semi-Finished,SKU6143,317413.62,29,1074,4752,827,756,6.3,79.57,88.33,7.82,93.8,50.7,83.1,Air Freight,DHL,22,5,29445.46,5.7,1.0,0.4,0.4,9.9,0.9,0,Yes,14,4.0,92.25,7.0,430707.66,45,14.22,High,4.3,889074.92,1,2024-11-01,41.08
SC00231,SUP039,Acme Corp,Germany,North America,Atlanta,Automotive Parts,Finished Good,SKU4560,398431.6,49,4233,1931,803,712,5.09,82.98,69.18,6.46,63.2,52.5,57.2,Multimodal,DB Schenker,43,5,40903.28,9.3,2.7,0.2,0.4,2.7,1.3,3,No,6,15.5,84.98,13.9,1065214.08,90,11.29,Medium,4.5,449336.06,1,2024-03-06,43.73
SC00232,SUP028,Express Logistics,Vietnam,Asia-Pacific,Seattle,Consumer Goods,Semi-Finished,SKU4291,253805.36,46,5470,3719,981,263,6.82,96.62,85.04,5.9,88.3,80.0,55.0,Road Transport,UPS,18,1,49418.97,8.3,5.0,3.7,0.3,8.7,5.0,3,Yes,14,14.3,84.24,34.8,3591646.69,90,10.87,Medium,8.8,893889.76,1,2025-02-20,43.5
SC00233,SUP014,Velocity Suppliers,South Korea,North America,Seattle,Pharmaceuticals,Finished Good,SKU4435,290567.42,29,4072,2562,1604,163,3.18,96.15,73.99,4.3,86.2,67.1,61.4,Road Transport,DB Schenker,7,2,19748.15,3.2,8.5,1.5,7.4,7.7,1.1,0,Yes,12,12.7,73.3,47.4,4054190.17,30,2.8,Low,9.0,865774.12,1,2025-01-07,39.58
SC00234,SUP035,Quantum Materials,Mexico,Latin America,Atlanta,Food & Beverage,Semi-Finished,SKU5760,248796.26,22,5395,1679,1200,1214,11.62,93.62,93.14,6.72,94.9,97.7,50.6,Air Freight,Maersk,26,3,2847.07,2.4,5.1,5.6,3.2,3.6,3.5,3,No,5,7.7,86.8,11.4,2290041.54,30,3.53,High,2.4,438409.33,0,2025-11-18,28.6
SC00235,SUP049,Pacific Traders,Taiwan,Asia-Pacific,Phoenix,Electronics,Assembly,SKU6657,101645.28,44,9205,236,879,1240,9.14,82.86,79.91,2.71,69.8,95.2,81.7,Multimodal,UPS,8,3,40157.99,2.6,7.5,9.2,8.0,7.3,1.5,0,No,14,18.2,77.41,14.2,2557441.39,30,20.53,High,2.0,381143.32,1,2025-11-04,42.9
SC00236,SUP047,Pacific Traders,Vietnam,North America,Dallas,Electronics,Finished Good,SKU3173,362613.8,12,8328,4443,257,366,11.52,90.77,99.81,5.67,78.0,85.7,77.0,Road Transport,DHL,6,7,30416.85,5.0,1.4,3.9,4.3,1.0,6.4,4,No,0,19.4,99.31,15.5,211642.42,30,22.15,Medium,5.0,932812.01,0,2024-04-02,29.63
SC00237,SUP045,Nexus Logistics,Thailand,Asia-Pacific,Dallas,Chemicals,Raw Material,SKU3913,143982.32,43,3120,4725,1249,1263,4.27,82.95,68.24,7.95,97.0,90.9,69.0,Multimodal,Kuehne+Nagel,30,0,10327.87,7.4,2.5,8.4,4.5,7.9,9.5,1,No,3,3.5,93.9,17.9,393115.49,90,5.87,High,9.0,715164.73,1,2025-02-10,46.55
SC00238,SUP013,Prime Materials Co,Germany,North America,New York,Raw Materials,Component,SKU9255,17036.4,44,9087,1540,1080,345,10.79,95.44,92.31,2.52,86.4,83.4,63.4,Multimodal,XPO Logistics,39,9,24994.01,5.0,7.3,0.0,5.1,5.3,10.0,2,No,5,4.5,82.39,17.1,1324960.24,30,2.84,High,3.2,928245.35,0,2024-05-23,34.31
SC00239,SUP046,Global Supplies Inc,Vietnam,Europe,Dallas,Textiles,Finished Good,SKU9888,324508.79,18,4136,3943,646,494,10.09,79.1,88.58,5.39,75.6,56.3,94.5,Road Transport,FedEx,23,3,37244.36,0.7,1.6,1.7,7.1,2.9,3.8,3,No,10,10.5,74.54,29.1,2742297.18,30,1.34,High,6.5,796974.78,0,2024-08-29,35.07
SC00240,SUP020,Velocity Suppliers,USA,Europe,Atlanta,Automotive Parts,Component,SKU6281,92669.79,36,5168,363,265,575,8.77,98.96,91.86,6.75,65.3,88.3,41.7,Rail,Maersk,32,3,38635.38,7.2,3.5,0.3,2.7,6.6,6.0,3,No,5,1.8,93.56,47.4,3710778.19,90,15.21,High,7.1,609297.44,1,2024-04-24,38.87
SC00241,SUP026,Nexus Logistics,South Korea,Latin America,Houston,Food & Beverage,Semi-Finished,SKU2890,470527.0,55,5333,2368,1983,1076,8.25,97.63,75.76,7.33,70.5,60.5,86.1,Rail,Kuehne+Nagel,22,0,25231.11,8.1,2.6,3.3,1.2,6.4,8.6,4,Yes,10,8.7,73.66,32.1,3044765.15,45,17.88,High,7.8,115852.78,1,2025-08-07,45.54
SC00242,SUP043,Quantum Materials,Thailand,Asia-Pacific,Atlanta,Raw Materials,Semi-Finished,SKU6771,477194.65,42,9616,285,1477,1307,5.17,90.96,82.22,5.74,83.2,66.2,94.1,Multimodal,COSCO,42,2,15608.12,2.9,3.5,9.1,5.6,2.1,1.2,3,Yes,13,11.6,75.68,56.1,1991032.88,45,9.32,Critical,5.6,291480.67,1,2025-05-27,41.51
SC00243,SUP042,Prime Materials Co,Vietnam,North America,Atlanta,Consumer Goods,Semi-Finished,SKU8870,457857.87,37,417,148,1267,1143,10.16,74.78,92.88,2.27,88.7,91.0,66.8,Rail,Kuehne+Nagel,43,4,48700.26,6.6,7.1,1.0,3.3,0.3,6.9,0,No,14,10.4,76.35,52.1,635704.16,60,16.99,Critical,4.0,968842.41,1,2024-05-03,41.83
SC00244,SUP024,Global Supplies Inc,Japan,Latin America,Boston,Textiles,Semi-Finished,SKU7839,188228.56,27,2496,4037,1320,657,7.02,69.61,73.14,2.61,65.0,76.8,73.0,Sea Freight,UPS,9,5,33336.45,4.3,3.7,6.1,4.4,4.3,4.1,0,Yes,11,6.6,86.71,10.0,3914827.51,90,17.82,Medium,9.7,319422.1,1,2025-06-18,36.83
SC00245,SUP029,Nexus Logistics,China,Europe,Los Angeles,Raw Materials,Semi-Finished,SKU9747,12651.03,19,2262,4551,1777,1117,2.71,94.91,72.91,0.17,84.0,93.0,96.7,Road Transport,UPS,31,8,20707.76,8.9,5.6,4.5,6.5,5.7,2.1,1,Yes,11,10.8,93.61,4.5,1850740.96,30,23.38,High,6.1,93254.87,0,2025-11-11,41.02
SC00246,SUP034,Express Logistics,Mexico,Europe,Denver,Raw Materials,Assembly,SKU5684,464517.69,37,2845,1766,1211,982,5.13,70.79,84.29,6.09,82.0,60.7,52.7,Rail,DB Schenker,7,8,14382.93,8.5,1.0,9.4,4.9,8.8,4.0,1,No,2,19.2,79.43,63.3,3693467.37,60,1.62,Low,7.3,707553.36,1,2025-08-17,46.84
SC00247,SUP029,Quantum Materials,India,Latin America,Houston,Raw Materials,Component,SKU7920,216951.15,29,1691,4895,426,246,11.35,94.9,83.32,0.34,80.6,80.4,71.2,Rail,FedEx,9,8,36689.6,5.3,8.1,1.2,6.2,9.3,0.8,1,No,5,4.1,72.54,6.7,2589245.27,45,4.81,Medium,3.4,734004.25,0,2025-06-21,31.2
SC00248,SUP008,Velocity Suppliers,South Korea,Asia-Pacific,Chicago,Chemicals,Finished Good,SKU1209,483494.14,21,6283,1012,973,765,10.51,82.18,74.88,6.92,87.6,54.2,68.5,Multimodal,XPO Logistics,13,0,12488.08,6.9,3.7,2.1,5.4,5.3,7.0,0,No,11,13.1,83.94,11.5,3706377.17,45,1.71,Medium,6.7,285457.72,1,2024-09-14,47.41
SC00249,SUP016,Global Supplies Inc,South Korea,North America,Los Angeles,Chemicals,Assembly,SKU9564,481991.89,37,4030,2831,878,1427,11.82,79.23,75.43,0.95,93.5,82.2,55.5,Air Freight,DHL,3,8,8999.64,8.8,6.5,0.3,7.4,7.5,2.5,1,Yes,9,0.9,92.44,2.6,4541083.33,90,21.7,High,2.6,297671.98,1,2025-05-23,47.63
SC00250,SUP015,Velocity Suppliers,India,Europe,Seattle,Industrial Equipment,Assembly,SKU2744,427239.68,51,1412,2507,1659,719,8.28,96.61,74.72,1.38,72.9,88.1,89.1,Rail,Kuehne+Nagel,35,7,26726.78,5.0,7.3,4.3,7.1,4.4,3.1,1,No,5,1.3,76.65,45.6,4609096.1,30,19.81,High,2.5,468892.99,0,2024-04-02,37.19
SC00251,SUP005,Acme Corp,Mexico,Latin America,Phoenix,Automotive Parts,Assembly,SKU1414,150752.2,59,9577,1523,800,919,4.48,86.13,92.0,3.81,95.6,79.2,94.0,Air Freight,COSCO,33,1,14854.38,3.1,2.1,2.8,5.3,7.5,1.2,0,Yes,11,11.0,76.6,42.3,2698778.56,30,14.37,Critical,7.1,21788.95,1,2024-08-31,40.7
SC00252,SUP022,Mega Manufacturing,USA,Europe,Denver,Textiles,Assembly,SKU7240,195623.38,6,4411,2785,578,963,3.63,85.18,87.82,5.9,66.4,63.3,86.9,Road Transport,FedEx,21,0,31630.8,7.5,8.8,8.7,6.8,2.0,8.6,4,Yes,8,2.1,98.42,71.1,2581966.41,60,2.09,Medium,5.2,789323.01,1,2025-09-06,44.65
SC00253,SUP002,Asia Sourcing,Mexico,Europe,Denver,Automotive Parts,Assembly,SKU3381,426312.65,18,7414,2556,1401,681,3.87,84.56,94.13,1.11,66.9,51.6,51.7,Air Freight,Kuehne+Nagel,31,0,6337.96,2.2,6.2,6.0,8.7,3.7,4.9,3,Yes,8,0.4,98.62,64.0,1365108.4,45,6.83,Medium,6.8,317088.79,0,2024-05-05,32.37
SC00254,SUP038,Pacific Traders,Taiwan,North America,Boston,Automotive Parts,Component,SKU1869,161876.39,57,2483,3725,1650,1122,2.2,77.99,99.14,3.52,70.7,56.0,45.2,Rail,Kuehne+Nagel,34,5,32919.58,3.9,4.3,6.1,4.3,6.3,5.7,2,Yes,1,3.4,99.71,30.2,4682209.17,60,7.44,High,2.7,853763.1,0,2024-11-16,34.29
SC00255,SUP036,Quantum Materials,Mexico,Asia-Pacific,Seattle,Raw Materials,Finished Good,SKU1927,88898.91,44,3339,4576,908,794,5.91,92.5,81.6,3.86,64.8,81.1,76.3,Sea Freight,UPS,32,8,14523.18,8.7,1.8,5.3,4.1,0.2,5.7,0,Yes,3,11.3,94.23,27.4,2316699.88,60,14.02,Medium,6.0,802630.42,1,2024-12-03,41.03
SC00256,SUP015,Mega Manufacturing,China,Asia-Pacific,Chicago,Pharmaceuticals,Component,SKU4275,280616.62,44,2239,1601,506,1351,3.91,73.85,67.33,1.7,69.2,96.7,43.4,Sea Freight,UPS,35,6,512.03,7.2,9.4,0.9,7.6,7.2,4.1,0,Yes,8,14.1,75.65,22.1,681576.63,60,6.45,Low,4.4,661402.03,1,2025-08-21,47.22
SC00257,SUP038,Global Supplies Inc,Vietnam,North America,Houston,Electronics,Finished Good,SKU5374,468396.61,55,1804,2408,978,1225,6.12,97.86,66.68,0.92,64.3,60.3,80.4,Road Transport,XPO Logistics,15,4,6783.33,4.0,7.6,4.5,5.8,8.4,1.9,2,No,14,4.0,76.36,11.8,2191889.33,30,1.82,High,6.0,324874.87,0,2025-02-03,38.64
SC00258,SUP015,Asia Sourcing,Japan,Latin America,Atlanta,Automotive Parts,Assembly,SKU3636,349534.75,43,7024,340,703,1339,11.35,96.29,75.35,6.69,92.9,86.8,71.8,Rail,Maersk,32,1,46713.96,2.1,2.1,10.0,0.7,4.0,7.5,2,No,13,13.4,80.21,10.8,678913.59,45,18.27,Medium,2.9,516316.56,1,2024-08-29,31.88
SC00259,SUP001,Quantum Materials,India,Latin America,Houston,Food & Beverage,Assembly,SKU5695,287180.28,55,462,2817,467,506,6.31,76.81,97.64,4.02,65.6,93.3,79.8,Road Transport,XPO Logistics,6,0,43434.05,3.6,3.4,8.4,8.9,4.5,1.3,1,Yes,12,3.6,79.54,10.4,2537531.84,60,7.48,Critical,7.2,444829.26,1,2025-03-09,49.9
SC00260,SUP005,Mega Manufacturing,USA,Asia-Pacific,Boston,Chemicals,Semi-Finished,SKU5105,53102.36,10,2704,2496,1809,498,10.78,90.53,83.31,0.12,89.9,76.0,75.4,Multimodal,Kuehne+Nagel,21,1,12063.65,2.8,8.1,8.9,0.3,8.5,1.0,2,Yes,3,12.3,98.7,9.1,2828313.8,45,11.31,Critical,8.1,338881.89,1,2024-08-11,11.41
SC00261,SUP046,Acme Corp,South Korea,Europe,Denver,Consumer Goods,Raw Material,SKU3399,309428.58,10,4386,4930,207,814,8.06,85.06,74.51,6.42,61.9,83.5,65.4,Multimodal,Maersk,33,0,39029.41,1.8,7.0,8.2,7.5,7.8,7.1,3,Yes,7,8.2,93.67,18.1,1721891.02,45,3.19,Low,2.6,848136.29,1,2024-05-27,35.3
SC00262,SUP041,Pacific Traders,USA,Europe,Houston,Automotive Parts,Raw Material,SKU2016,495076.66,7,3838,1725,707,803,4.47,76.82,78.97,7.85,97.9,90.8,52.1,Air Freight,Maersk,32,2,30624.29,7.4,7.7,1.0,7.6,2.9,2.1,3,No,9,13.1,91.72,22.8,404670.54,60,20.06,Low,3.0,483507.07,1,2024-04-19,50.9
SC00263,SUP004,Euro Distributors,India,Latin America,Dallas,Textiles,Component,SKU5835,74341.59,11,2569,1689,675,860,5.56,99.6,85.95,4.85,88.4,63.0,58.3,Road Transport,Maersk,19,5,48559.78,2.5,4.4,2.3,9.5,3.2,3.1,3,No,11,19.9,75.58,69.3,4720342.5,60,14.14,High,6.6,832723.1,1,2024-06-28,38.6
SC00264,SUP015,Global Supplies Inc,Thailand,North America,Phoenix,Food & Beverage,Component,SKU4342,261573.18,55,4895,3267,1520,598,2.84,65.88,87.85,4.03,60.3,64.8,71.5,Sea Freight,FedEx,33,7,18993.48,4.5,7.2,0.0,0.5,6.8,4.8,3,No,2,18.8,97.29,42.1,3878097.91,90,22.54,Low,7.0,105218.47,1,2024-08-07,31.56
SC00265,SUP005,Pacific Traders,China,Europe,Atlanta,Consumer Goods,Finished Good,SKU9866,439299.67,12,6250,4406,363,1073,5.33,73.84,70.39,7.03,90.6,50.0,79.1,Road Transport,COSCO,28,2,34232.3,3.9,3.9,3.0,6.0,5.6,4.5,3,Yes,2,0.1,94.84,71.1,4202461.35,30,12.39,Medium,7.0,141024.79,0,2024-10-08,36.4
SC00266,SUP003,Mega Manufacturing,China,Latin America,Seattle,Raw Materials,Semi-Finished,SKU1529,371680.47,46,656,261,684,181,8.78,83.2,99.2,7.62,80.6,98.2,86.8,Air Freight,Kuehne+Nagel,31,9,3645.02,9.8,2.1,1.1,4.3,1.6,7.1,1,No,8,17.7,74.91,27.4,1865998.55,45,23.54,High,6.8,977320.31,1,2025-03-26,54.29
SC00267,SUP022,Quantum Materials,Mexico,North America,Dallas,Raw Materials,Finished Good,SKU6876,350022.79,56,9117,1442,1820,703,2.72,83.27,84.07,6.04,91.2,95.9,86.0,Rail,DB Schenker,21,8,20114.24,3.9,6.3,4.7,3.3,3.1,6.2,0,No,10,1.3,96.14,33.5,3816113.6,60,22.3,Critical,3.9,587768.46,1,2025-02-22,41.31
SC00268,SUP005,Euro Distributors,India,Asia-Pacific,Dallas,Automotive Parts,Semi-Finished,SKU8415,352729.62,19,2908,405,1295,871,4.05,85.61,69.75,3.56,80.9,88.2,98.4,Road Transport,FedEx,34,9,48208.97,0.8,9.8,6.8,0.9,9.0,6.4,2,No,9,19.1,78.17,24.0,2452595.83,60,14.41,Medium,3.9,509769.67,1,2024-09-17,19.89
SC00269,SUP033,Nexus Logistics,Germany,North America,Dallas,Raw Materials,Raw Material,SKU2679,182948.12,51,5250,2190,766,1002,5.81,91.31,96.28,4.74,85.6,54.0,57.2,Air Freight,FedEx,15,4,27179.55,0.9,3.1,8.7,5.6,6.9,7.1,0,No,7,5.6,72.43,14.0,1045363.27,45,23.35,Medium,2.5,523156.06,1,2025-08-26,33.46
SC00270,SUP016,Tech Components Ltd,Thailand,Asia-Pacific,Chicago,Textiles,Raw Material,SKU4675,150327.96,33,7661,4437,1104,464,11.82,86.82,67.61,5.61,91.5,72.4,44.3,Multimodal,Kuehne+Nagel,14,6,14750.04,5.9,4.6,7.5,4.8,9.9,2.9,2,No,0,7.6,89.7,11.2,665895.72,60,8.08,Low,1.6,215268.77,1,2024-02-27,36.33
SC00271,SUP018,Pacific Traders,India,Latin America,Atlanta,Chemicals,Semi-Finished,SKU7371,405633.77,37,2819,243,758,262,9.85,86.01,96.77,1.55,76.2,55.1,60.7,Sea Freight,Kuehne+Nagel,19,7,6453.41,6.0,6.7,9.4,1.0,7.7,3.2,1,Yes,9,1.8,89.61,68.1,1758001.8,90,9.14,Medium,6.9,718703.95,1,2025-05-17,30.39
SC00272,SUP043,Tech Components Ltd,USA,North America,Chicago,Textiles,Finished Good,SKU4892,406006.13,56,6606,4585,437,1171,9.33,66.87,99.88,3.58,60.1,50.8,84.6,Rail,DB Schenker,43,2,35324.65,4.2,5.4,0.5,6.1,9.4,4.4,1,Yes,13,2.2,72.85,71.1,730882.95,45,1.14,High,0.9,84780.62,1,2025-06-30,47.72
SC00273,SUP032,Nexus Logistics,Taiwan,Latin America,Chicago,Chemicals,Component,SKU9370,434200.8,34,3841,4107,1327,610,3.16,78.18,89.52,6.64,94.0,80.8,66.3,Road Transport,DB Schenker,15,1,32420.37,4.3,8.4,0.1,7.4,2.2,3.1,4,No,1,14.5,79.57,4.2,4991431.43,60,14.73,Low,9.4,573323.71,1,2025-01-18,41.49
SC00274,SUP014,Asia Sourcing,India,Asia-Pacific,Phoenix,Automotive Parts,Semi-Finished,SKU5712,457054.07,43,9866,560,1433,1452,9.81,73.12,91.97,5.24,75.2,98.0,89.1,Road Transport,Maersk,6,1,19009.97,0.5,7.6,6.6,7.7,7.7,9.8,4,Yes,2,18.9,99.78,11.7,293485.5,45,18.05,Medium,8.3,570768.8,1,2025-12-17,35.25
SC00275,SUP035,Quantum Materials,Thailand,Europe,Dallas,Consumer Goods,Semi-Finished,SKU1769,258114.49,31,4098,4137,753,215,9.85,74.29,76.81,3.29,79.8,95.1,73.0,Sea Freight,DB Schenker,9,4,47571.6,5.2,0.6,2.9,9.1,0.2,8.1,1,No,13,12.2,90.35,31.1,2233660.82,60,19.34,Critical,8.6,914188.42,1,2024-04-25,49.4
SC00276,SUP009,Express Logistics,India,Europe,Chicago,Industrial Equipment,Semi-Finished,SKU7251,253250.57,40,2503,2725,1027,1040,8.01,84.4,97.96,5.31,60.3,84.8,95.8,Multimodal,DB Schenker,37,0,1599.04,5.0,10.0,2.5,4.1,6.7,1.6,1,Yes,10,14.3,91.9,14.2,2287862.94,60,3.75,Low,9.1,526182.81,1,2024-11-20,41.02
SC00277,SUP047,Velocity Suppliers,India,Asia-Pacific,Phoenix,Raw Materials,Finished Good,SKU7349,400156.11,33,8880,593,667,436,11.9,71.98,83.54,0.95,79.7,54.8,96.9,Road Transport,DHL,20,1,15534.33,1.5,7.5,3.3,9.5,4.7,0.1,2,No,1,15.2,76.39,26.8,1538128.05,30,11.1,Critical,4.1,137062.7,1,2025-07-12,31.89
SC00278,SUP037,Asia Sourcing,Mexico,Europe,Los Angeles,Consumer Goods,Component,SKU7825,326732.15,42,9839,1826,1677,980,5.25,75.29,90.63,3.21,99.5,63.7,44.2,Sea Freight,COSCO,34,8,46092.94,1.0,8.6,2.7,8.7,3.5,0.4,1,No,2,5.3,72.36,10.2,2878190.25,45,4.42,High,8.5,572753.26,1,2025-03-09,34.51
SC00279,SUP037,Euro Distributors,Germany,Europe,Phoenix,Pharmaceuticals,Finished Good,SKU6122,352473.6,37,394,3229,1491,836,11.41,73.3,97.34,6.35,71.1,66.0,67.4,Sea Freight,UPS,38,6,16386.3,1.2,6.5,5.1,3.0,8.6,2.4,0,No,7,0.9,78.31,33.4,792386.27,30,16.55,Critical,1.6,91327.64,1,2025-05-01,32.16
SC00280,SUP031,Euro Distributors,Thailand,North America,Los Angeles,Industrial Equipment,Assembly,SKU1881,398917.37,41,5443,3287,585,939,11.15,98.2,99.13,1.76,75.8,88.2,76.6,Rail,DB Schenker,26,5,12986.52,1.0,8.6,4.4,1.6,8.5,1.1,2,Yes,10,0.0,77.47,20.3,3930366.28,60,3.95,Medium,0.2,203793.84,1,2025-11-30,21.29
SC00281,SUP016,Pacific Traders,China,North America,New York,Electronics,Assembly,SKU1212,445552.64,31,9982,4073,974,246,2.11,98.06,94.16,1.49,87.5,90.1,55.4,Sea Freight,XPO Logistics,18,8,26943.91,6.1,1.1,5.1,4.4,0.2,5.3,1,Yes,10,7.0,77.04,26.0,1695616.21,45,22.6,Critical,7.8,31108.58,1,2024-09-09,34.48
SC00282,SUP031,Nexus Logistics,Japan,Europe,Los Angeles,Industrial Equipment,Semi-Finished,SKU5117,172307.6,59,1236,133,1047,1446,6.5,86.35,75.61,7.61,92.6,69.3,64.4,Sea Freight,UPS,28,6,41278.19,2.0,3.5,6.7,4.0,6.1,8.6,2,No,11,4.8,75.78,7.7,2977145.82,45,5.77,Low,0.7,513293.58,1,2024-10-11,41.83
SC00283,SUP027,Velocity Suppliers,Germany,North America,Los Angeles,Consumer Goods,Semi-Finished,SKU4327,190913.56,37,2164,3138,586,542,11.77,97.36,98.83,1.68,76.7,70.9,80.7,Sea Freight,XPO Logistics,9,4,5605.76,2.5,8.8,3.9,5.8,3.7,7.4,2,No,13,1.2,87.24,31.4,3592414.22,90,7.29,High,9.9,84532.62,0,2024-05-28,33.19
SC00284,SUP013,Express Logistics,Germany,Asia-Pacific,Boston,Pharmaceuticals,Semi-Finished,SKU8259,51521.06,8,7109,3919,1076,936,3.03,92.5,86.98,2.09,72.4,52.2,53.6,Road Transport,DHL,32,8,47179.53,1.7,2.0,2.5,5.8,4.2,2.2,3,Yes,5,3.6,79.84,70.8,4450758.48,90,21.27,Low,6.7,469394.38,0,2025-01-06,22.77
SC00285,SUP007,Mega Manufacturing,Taiwan,North America,Chicago,Pharmaceuticals,Component,SKU4695,291248.67,26,4643,72,458,1136,7.48,85.65,97.57,7.76,97.5,64.5,76.1,Sea Freight,Maersk,6,5,39856.11,9.6,0.8,1.7,7.5,8.3,4.0,4,No,14,2.5,94.61,24.3,4187147.81,60,11.46,Medium,7.5,932945.04,1,2025-05-01,60.16
